ctrl-1_FRAS202101646-1r_aligned.sam	ctrl-2_FRAS202101647-1r_aligned.sam	ctrl-3_FRAS202101648-1r_aligned.sam	ctrl-4_FRAS202101649-1r_aligned.sam	AKG-1_FRAS202101650-1r_aligned.sam	AKG-2_FRAS202101651-1r_aligned.sam	AKG-3_FRAS202101652-1r_aligned.sam	AKG-4_FRAS202101653-1r_aligned.sam	Pyr-1_FRAS202101654-1r_aligned.sam	Pyr-2_FRAS202101655-1r_aligned.sam	Pyr-3_FRAS202101656-1r_aligned.sam	Pyr-4_FRAS202101657-1r_aligned.sam	Length
ENSG00000167046	0	2	0	0	0	0	0	0	0	0	0	2	1933
ENSG00000101187	317	333	407	362	289	362	422	394	359	378	567	654	4051
ENSG00000277496	0	3	8	4	2	4	4	0	1	5	2	5	1807
ENSG00000276317	2	5	4	2	0	0	1	1	2	4	0	0	614
ENSG00000232803	6	6	3	9	3	5	7	10	4	1	15	15	1534
ENSG00000237687	0	0	0	0	0	0	0	0	0	0	0	0	332
ENSG00000101188	6	7	4	5	6	4	8	3	11	8	14	17	4237
ENSG00000223669	0	0	0	0	0	0	0	0	0	0	0	0	739
ENSG00000228705	9	11	12	9	11	11	7	8	14	10	18	18	540
ENSG00000101189	677	604	710	606	650	642	669	650	681	676	1054	1093	2781
ENSG00000229873	4	3	5	4	9	2	5	0	3	2	15	19	668
ENSG00000060491	290	405	396	421	271	409	418	412	428	373	975	1071	4702
ENSG00000092758	3	7	2	7	10	8	6	14	11	6	18	20	4831
ENSG00000101190	363	366	406	335	343	362	313	321	348	358	467	533	3436
ENSG00000233838	0	0	0	0	0	0	0	0	0	0	0	0	249
ENSG00000236527	1	0	0	1	2	1	3	1	0	1	0	0	526
ENSG00000101191	3051	2781	3203	2772	2409	2695	2497	2715	2934	2993	3252	3805	13281
ENSG00000273759	30	18	49	25	24	22	34	43	46	29	37	38	677
ENSG00000101193	1952	1689	1901	1669	1483	1573	1517	1582	1742	1878	1903	2004	4622
ENSG00000101194	0	1	0	0	0	2	0	0	0	0	2	0	5521
ENSG00000125533	0	0	0	0	0	0	0	0	0	0	0	0	1109
ENSG00000272259	0	0	0	0	0	0	0	0	0	0	0	2	3936
ENSG00000125514	0	0	0	0	0	0	2	0	0	0	0	0	1790
ENSG00000237119	0	0	0	0	0	0	0	0	0	0	0	0	1234
ENSG00000231133	0	0	0	0	0	0	0	0	0	0	0	0	896
ENSG00000274915	0	0	0	0	0	0	0	0	0	0	0	0	118
ENSG00000225978	0	0	0	0	0	0	0	0	0	0	0	0	1882
ENSG00000260416	0	0	0	0	0	0	0	0	0	0	0	0	1965
ENSG00000231977	2	0	0	0	0	0	2	1	0	0	0	0	542
ENSG00000207598	0	0	0	0	0	0	0	0	0	0	0	0	87
ENSG00000149658	1664	1506	1782	1508	1427	1495	1575	1476	1652	1605	1874	2065	3301
ENSG00000273821	3	0	2	1	1	2	0	5	3	0	1	3	462
ENSG00000101197	0	2	0	3	0	0	0	0	0	0	1	0	1562
ENSG00000266463	0	0	0	0	0	0	0	0	0	0	0	0	64
ENSG00000101198	0	0	0	0	0	0	0	0	0	0	0	3	2668
ENSG00000275620	0	0	1	0	0	0	0	0	0	0	0	0	7638
ENSG00000101199	1120	1018	1245	1180	1058	1234	1385	1141	1252	979	2054	2304	6613
ENSG00000266104	0	0	0	0	1	0	0	0	0	0	0	3	59
ENSG00000101203	0	0	0	0	0	0	0	1	1	0	0	0	10974
ENSG00000222439	0	0	0	0	0	0	0	0	0	0	0	0	111
ENSG00000101204	0	0	0	0	0	0	0	0	0	0	0	0	10650
ENSG00000203900	0	0	0	0	0	0	0	0	0	0	0	0	3410
ENSG00000075043	1	2	0	0	0	0	0	2	0	0	0	2	11355
ENSG00000280936	0	0	0	0	0	0	0	0	0	0	0	0	519
ENSG00000226390	0	0	0	0	0	0	0	0	0	0	0	0	789
ENSG00000101210	233	247	264	277	386	495	540	491	304	245	539	435	2006
ENSG00000230226	0	0	0	0	0	0	0	0	0	0	0	0	376
ENSG00000125534	229	289	262	430	213	385	454	261	332	240	968	1120	1094
ENSG00000101213	3	1	0	0	0	0	1	1	3	2	4	0	2947
ENSG00000125508	0	1	3	2	2	2	0	0	6	0	2	1	1516
ENSG00000275812	0	0	0	0	0	0	0	0	1	0	1	0	328
ENSG00000125531	22	19	23	23	23	11	22	17	24	25	50	38	3625
ENSG00000130589	107	227	166	201	180	225	219	221	181	130	277	287	12066
ENSG00000101216	437	451	498	513	364	447	486	388	473	352	758	788	4707
ENSG00000232442	178	133	170	138	121	171	137	129	134	100	166	229	801
ENSG00000197457	843	793	924	972	664	784	1009	756	946	845	1669	1973	3032
ENSG00000258366	38	26	29	33	21	33	30	41	32	48	38	62	5995
ENSG00000026036	74	95	79	103	69	84	144	66	115	51	175	260	8738
ENSG00000243509	0	0	0	0	0	0	0	0	0	0	0	0	1124
ENSG00000101246	749	755	775	838	677	811	798	667	867	773	1405	1580	7627
ENSG00000197114	52	41	79	73	71	71	63	57	75	54	134	162	3335
ENSG00000273154	0	1	2	5	0	0	1	7	1	4	17	12	3190
ENSG00000274501	4	2	8	4	1	1	3	2	0	4	1	4	306
ENSG00000203896	22	15	15	33	18	39	35	17	18	15	93	92	2550
ENSG00000273047	0	0	0	0	0	0	0	0	0	0	0	0	586
ENSG00000125520	496	464	518	594	505	622	714	577	659	455	1191	1416	2244
ENSG00000130584	99	88	95	106	110	123	115	99	100	107	185	144	6084
ENSG00000229299	0	0	0	0	0	0	0	0	0	0	0	0	471
ENSG00000231208	0	0	0	0	0	0	2	0	0	0	2	0	533
ENSG00000279610	0	0	0	0	0	0	0	0	0	0	0	0	480
ENSG00000268858	166	180	198	210	132	163	165	165	155	151	274	252	3082
ENSG00000183260	0	0	0	0	0	0	0	0	0	0	0	0	1491
ENSG00000101150	2970	2417	2851	2526	2415	2401	2461	2405	2406	2580	3065	3161	4694
ENSG00000101152	2158	1903	2327	2049	1887	2060	2084	2140	2074	2089	2842	3133	5287
ENSG00000199805	0	1	0	0	0	0	1	0	0	1	3	0	165
ENSG00000274555	4	0	7	1	0	3	0	2	1	2	1	2	72
ENSG00000216141	0	0	0	0	0	1	0	0	1	1	2	0	72
ENSG00000274277	0	0	0	0	0	0	0	0	0	0	2	0	72
ENSG00000216195	0	0	0	0	0	0	0	0	0	0	0	0	72
ENSG00000275842	0	0	0	1	0	0	0	1	1	1	0	0	72
ENSG00000215946	0	1	0	0	0	0	1	0	3	0	2	1	72
ENSG00000198276	894	760	795	860	725	804	796	753	822	848	1146	1181	3184
ENSG00000272045	0	0	0	0	0	0	0	0	0	0	0	0	80
ENSG00000207554	7	13	15	24	17	16	15	9	24	16	26	21	96
ENSG00000280213	35	32	36	53	31	38	35	40	51	29	72	71	3602
ENSG00000196700	754	764	783	955	589	864	844	763	947	720	1709	2052	6022
ENSG00000130590	97	106	143	137	61	106	114	99	130	84	230	248	2453
ENSG00000101161	1736	1636	1791	1673	1458	1592	1706	1581	1664	1781	2659	2716	3044
ENSG00000196421	18	17	25	21	15	17	13	19	29	11	35	34	5480
ENSG00000203883	87	103	112	134	86	163	201	121	116	73	301	298	1864
ENSG00000171703	75	74	73	100	104	106	108	119	100	70	219	196	4802
ENSG00000237371	0	1	0	1	0	0	5	1	2	2	1	2	188
ENSG00000171700	133	134	166	152	96	183	238	187	179	152	333	368	2028
ENSG00000274034	0	0	4	0	0	0	0	0	0	0	0	0	56
ENSG00000125510	4	9	2	3	13	5	6	6	1	2	2	1	3549
ENSG00000171695	0	0	0	0	0	0	0	0	0	0	0	1	868
ENSG00000125522	0	0	0	0	0	0	0	0	0	0	0	0	1352
ENSG00000196132	13	3	6	8	13	1	10	4	5	2	9	7	6265
ENSG00000203880	1193	1006	1245	1027	979	997	1092	977	967	969	914	925	5997
ENSG00000278171	0	0	0	0	0	0	0	0	0	0	0	0	256
ENSG00000232852	2	1	0	0	0	0	0	0	1	0	1	0	2812
ENSG00000149656	8	2	8	0	4	1	10	7	3	0	4	2	1438
ENSG00000274727	0	2	1	1	1	2	5	0	0	0	2	5	555
ENSG00000282458	101	103	105	115	62	99	116	79	106	82	192	194	6331
ENSG00000282542	9	2	4	6	0	2	1	4	2	1	4	4	776
ENSG00000282798	0	0	0	1	0	0	0	0	1	0	0	1	806
ENSG00000282807	2	0	1	0	0	0	0	0	0	0	1	0	631
ENSG00000275604	0	0	0	0	0	0	0	0	0	0	0	0	138
ENSG00000282591	1	1	1	0	5	0	2	1	6	2	3	1	1285
ENSG00000282137	8	6	2	4	6	10	4	8	1	7	3	10	913
ENSG00000267310	8	3	0	7	5	8	4	13	10	0	2	3	937
ENSG00000176695	0	5	2	2	3	9	7	11	1	5	5	3	1179
ENSG00000267792	0	0	0	0	0	0	0	0	0	0	0	0	328
ENSG00000266971	0	0	0	1	0	0	1	1	0	0	0	0	937
ENSG00000282535	0	0	0	0	1	0	0	1	1	0	0	0	1018
ENSG00000281379	3	0	0	0	0	1	0	0	0	0	0	1	634
ENSG00000282059	0	0	0	0	0	0	0	0	0	0	0	0	2357
ENSG00000282416	0	0	0	2	1	2	0	0	1	1	1	1	757
ENSG00000282051	0	0	0	0	0	0	0	0	0	0	3	2	634
ENSG00000282508	39	59	53	88	58	81	90	52	80	46	89	113	7765
ENSG00000282339	0	0	0	0	0	0	0	0	0	0	0	0	676
ENSG00000222329	0	0	0	0	0	0	0	0	0	0	0	0	104
ENSG00000282393	19	18	26	24	18	41	36	43	27	26	22	57	3021
ENSG00000141934	56	51	31	41	58	73	97	80	34	30	58	53	7059
ENSG00000105556	387	387	451	426	376	427	415	438	442	389	568	685	7931
ENSG00000267124	0	0	0	0	0	0	0	0	0	0	0	0	542
ENSG00000105549	1	3	0	1	1	0	0	2	0	0	1	0	2730
ENSG00000267443	0	0	0	0	0	0	0	0	0	0	0	0	529
ENSG00000183186	0	1	1	1	0	0	5	1	0	1	0	0	3129
ENSG00000129946	2	3	1	11	3	9	8	9	3	2	5	5	4131
ENSG00000252539	0	0	0	0	0	0	0	0	0	0	1	0	112
ENSG00000181781	3	3	1	2	1	3	2	5	2	0	10	10	1718
ENSG00000099866	0	1	8	8	2	4	6	7	4	2	10	23	2651
ENSG00000266933	7	6	3	5	11	11	5	2	2	4	9	9	850
ENSG00000141933	83	130	135	156	100	125	152	127	117	123	210	237	3642
ENSG00000099804	988	1043	1060	1177	772	1218	1318	1177	1223	1135	2566	2802	1942
ENSG00000197540	1	1	2	1	0	1	5	4	4	2	24	6	945
ENSG00000267751	25	25	14	29	28	26	35	8	36	22	48	38	865
ENSG00000172270	5817	5340	6101	5847	5690	6157	6380	6104	5802	6070	9177	9623	3830
ENSG00000099822	80	78	81	61	72	124	130	85	83	60	120	151	3408
ENSG00000267036	0	0	0	0	0	0	0	0	0	0	1	0	871
ENSG00000099821	1849	1953	1981	2173	1557	1898	2064	1808	1961	1493	2880	3275	5124
ENSG00000261204	6	5	5	0	7	3	4	4	4	1	11	15	433
ENSG00000070388	8	5	8	12	9	7	20	6	11	4	31	27	2778
ENSG00000070423	906	913	887	1039	744	899	1150	899	968	719	1849	2065	3496
ENSG00000267666	0	0	0	0	3	0	1	0	0	0	0	0	3319
ENSG00000070404	53	51	49	53	48	52	73	67	65	43	124	150	3067
ENSG00000185198	7	4	3	7	8	1	9	4	3	3	5	11	1090
ENSG00000213726	0	0	0	0	1	0	1	0	0	0	1	2	820
ENSG00000099864	43	66	43	70	64	101	139	111	75	50	130	126	4908
ENSG00000099812	1	0	0	0	0	0	0	0	0	0	3	0	2966
ENSG00000272473	0	0	0	2	0	0	0	2	0	0	2	0	861
ENSG00000267530	0	1	0	0	0	0	1	0	0	0	0	2	870
ENSG00000011304	10471	9865	10676	10982	8068	9353	9807	9037	10715	9788	16524	18115	6883
ENSG00000265767	0	0	0	0	0	0	0	0	0	0	0	0	62
ENSG00000129951	203	283	267	288	201	314	385	289	312	141	608	700	2741
ENSG00000263414	0	0	0	0	0	0	0	0	0	0	0	0	70
ENSG00000172232	4	13	19	20	20	34	30	18	18	12	28	24	1783
ENSG00000196415	7	2	7	4	10	18	16	14	1	4	10	10	1146
ENSG00000197561	0	0	0	0	0	0	0	1	0	0	0	0	1028
ENSG00000197766	317	324	302	365	371	449	412	409	319	362	536	630	1222
ENSG00000175221	1203	1138	1283	1370	1043	1269	1230	1103	1175	1050	1772	2013	4222
ENSG00000207507	0	0	0	0	0	0	0	0	0	0	0	0	107
ENSG00000198858	1218	1341	1410	1522	1107	1461	1660	1343	1450	1037	2592	2854	2957
ENSG00000116014	219	224	251	317	184	201	288	190	220	118	496	635	1680
ENSG00000116017	2231	2353	2430	2537	1968	2426	2665	2146	2499	1924	4749	5072	7210
ENSG00000267159	1	3	0	2	1	3	0	2	1	0	5	4	328
ENSG00000275162	0	0	0	1	2	1	4	2	4	1	3	7	341
ENSG00000065268	788	722	872	824	688	787	836	811	790	923	1812	1904	2357
ENSG00000266990	0	0	0	0	0	0	0	0	0	0	1	0	641
ENSG00000116032	4	13	13	7	13	7	22	8	17	0	47	44	3281
ENSG00000182087	1390	1546	1560	1787	1398	1786	1981	1741	1868	1584	3535	3984	4031
ENSG00000274177	0	0	0	0	0	0	0	0	0	0	0	0	440
ENSG00000207357	5	0	1	0	1	0	1	0	0	0	2	3	107
ENSG00000064666	1301	1134	1361	1345	1388	1564	1608	1611	1366	1363	2644	2645	3645
ENSG00000279753	0	0	0	0	0	0	0	0	0	0	0	0	338
ENSG00000064687	1989	1819	2117	2116	1903	2145	2198	2072	2018	1678	3001	3626	8367
ENSG00000180448	374	356	455	469	402	536	563	504	444	313	715	785	6238
ENSG00000099817	2071	2161	2155	2333	1848	2085	2215	2052	2261	2165	4611	5156	4865
ENSG00000167468	2542	2271	2558	2417	2359	2346	2433	2413	2228	2344	2953	3131	2019
ENSG00000064932	827	865	888	905	732	906	960	930	919	802	1486	1656	6626
ENSG00000118046	1264	1218	1343	1391	1165	1488	1680	1404	1407	1270	2951	3390	8639
ENSG00000267736	2	5	2	1	1	4	1	3	0	5	0	0	634
ENSG00000099625	77	94	105	125	78	154	156	98	122	52	245	298	4543
ENSG00000267778	1	2	1	6	0	2	0	1	0	1	0	7	844
ENSG00000099624	1795	1658	1812	1861	1510	1596	1831	1659	1682	1371	2916	3036	2250
ENSG00000167470	1187	1131	1249	1565	963	1316	1457	1132	1366	944	2474	2814	4492
ENSG00000099622	2392	2033	2151	2231	2014	1922	2048	1866	1848	1790	2875	3027	6368
ENSG00000267493	27	18	25	12	11	16	28	23	16	24	34	31	994
ENSG00000228300	403	475	477	456	357	411	421	389	433	415	832	921	2193
ENSG00000160953	667	666	750	709	704	750	707	720	660	651	939	1096	9906
ENSG00000099617	0	0	0	1	0	0	2	0	0	1	0	2	949
ENSG00000240846	1	1	3	3	0	1	2	2	0	0	0	3	319
ENSG00000267372	7	6	12	8	15	10	7	8	9	4	12	13	1238
ENSG00000279488	6	3	3	1	3	12	8	6	8	2	4	13	2127
ENSG00000267755	0	0	0	0	0	0	0	0	0	0	0	0	446
ENSG00000115286	345	293	344	385	286	323	478	320	414	393	857	913	7533
ENSG00000280486	7	6	10	6	7	3	2	8	16	2	9	7	1366
ENSG00000248015	2	10	7	4	3	16	13	2	6	6	7	28	3571
ENSG00000130005	254	274	336	356	341	428	429	404	255	294	600	656	1743
ENSG00000071626	4699	4146	4774	4440	3632	4199	4155	4090	4190	4375	6964	7797	9201
ENSG00000115268	16766	15163	16761	14169	13984	13340	14125	13243	13714	12706	14521	14010	2137
ENSG00000268798	6	10	13	17	2	7	13	11	14	6	26	20	1100
ENSG00000115266	115	116	137	155	87	139	173	100	167	86	264	405	12610
ENSG00000267317	153	114	148	136	120	138	128	111	105	116	195	204	911
ENSG00000119559	633	623	648	700	504	678	739	590	763	578	1433	1571	5111
ENSG00000115257	31	56	41	60	29	49	72	48	58	23	101	140	3792
ENSG00000115255	709	708	812	857	697	791	1035	832	729	733	1535	1580	2449
ENSG00000185761	88	114	98	132	116	138	152	147	124	147	253	259	3625
ENSG00000267092	10	13	3	16	11	7	12	8	4	8	11	13	457
ENSG00000185988	4	0	3	0	0	7	3	0	2	1	3	1	2353
ENSG00000266399	0	0	0	0	0	0	0	0	0	0	0	0	52
ENSG00000181588	179	202	207	267	171	230	288	224	269	178	727	923	2850
ENSG00000222720	0	0	0	0	0	0	0	0	0	0	0	0	82
ENSG00000239367	0	0	0	0	0	0	0	0	0	0	0	2	286
ENSG00000071655	1054	1180	1186	1236	835	1031	1161	898	1211	938	2431	2563	7845
ENSG00000279009	0	0	0	0	0	0	0	0	0	0	0	0	148
ENSG00000267059	0	0	0	0	0	0	0	0	0	0	0	0	1002
ENSG00000127540	878	716	858	667	772	647	705	761	732	787	966	957	2151
ENSG00000071564	2598	2606	2898	3174	2339	3173	3341	3001	3224	2869	5902	6893	6080
ENSG00000252933	4	7	9	11	7	3	2	11	11	10	8	13	104
ENSG00000275642	0	0	0	0	0	0	0	0	0	0	0	0	281
ENSG00000267073	4	0	3	8	2	5	7	8	2	5	8	12	458
ENSG00000205922	0	0	0	0	0	0	0	0	0	2	2	0	8318
ENSG00000130270	110	99	91	95	123	111	136	140	94	95	139	161	7014
ENSG00000079313	725	720	768	862	539	767	928	721	953	673	1950	2244	5199
ENSG00000267007	0	0	0	0	0	0	0	0	0	0	0	0	447
ENSG00000223244	0	0	0	0	0	0	0	0	0	0	0	0	80
ENSG00000267244	142	127	112	129	110	117	131	86	123	70	127	170	2454
ENSG00000267125	0	0	0	0	0	0	0	0	0	0	0	0	500
ENSG00000129911	288	341	317	417	232	334	401	306	382	278	1121	1318	2955
ENSG00000267141	3	6	2	2	1	0	3	6	11	2	9	13	607
ENSG00000261526	106	75	101	66	71	65	80	81	74	82	101	124	1299
ENSG00000267232	0	0	0	0	0	0	0	0	0	0	0	0	581
ENSG00000129968	1051	1091	1172	1123	956	1190	1247	1046	1166	943	2082	2330	6139
ENSG00000227500	694	756	795	869	647	822	909	736	843	586	1368	1518	6953
ENSG00000213638	89	95	82	118	58	95	139	85	100	74	272	320	2237
ENSG00000133275	1099	1142	1220	1302	1018	1355	1630	1321	1405	1116	2731	3113	3804
ENSG00000180846	12	7	17	9	6	11	6	3	12	10	8	18	1346
ENSG00000133243	140	148	165	200	191	207	269	177	128	137	309	326	5944
ENSG00000267283	4	3	4	5	2	3	1	3	0	1	4	1	935
ENSG00000279653	4	0	0	0	1	0	0	0	0	1	0	1	1002
ENSG00000275468	0	1	0	3	2	3	4	0	5	1	3	5	929
ENSG00000267180	0	0	0	0	0	0	0	0	0	0	0	0	199
ENSG00000099875	1418	1390	1541	1664	1258	1618	1608	1508	1499	1382	3004	3453	5221
ENSG00000172081	328	298	321	316	282	329	325	329	301	355	478	461	4149
ENSG00000099840	10	14	6	9	10	11	10	5	18	11	33	27	2770
ENSG00000065000	2521	2510	2836	2780	2214	2689	2874	2632	2681	2433	4115	4521	8601
ENSG00000104885	1491	1643	1640	1877	1251	1694	1723	1618	1956	1548	3370	3894	11272
ENSG00000267122	6	9	2	11	10	11	9	2	6	2	7	8	2738
ENSG00000104886	968	978	1124	1070	808	870	1093	904	965	813	1942	2003	4655
ENSG00000221411	0	0	0	0	0	0	0	0	0	0	0	0	88
ENSG00000276587	0	0	0	0	0	0	0	0	0	0	0	0	98
ENSG00000104897	576	584	692	756	559	726	745	682	723	780	2072	2251	3134
ENSG00000104899	123	198	163	276	82	198	310	140	256	91	565	611	2587
ENSG00000267021	0	0	0	0	0	0	0	0	0	0	0	0	80
ENSG00000167476	1	3	0	2	3	1	6	2	1	2	3	14	1950
ENSG00000104904	13192	11185	12826	10825	11238	10291	10234	9836	9456	9817	11966	12111	3436
ENSG00000273734	0	0	0	0	0	0	0	0	0	0	0	0	1268
ENSG00000188305	0	5	0	2	0	5	1	1	3	1	4	4	2574
ENSG00000220008	1	2	1	6	6	7	2	10	1	0	9	0	2241
ENSG00000130332	425	400	418	509	314	463	496	521	586	604	2178	2390	1698
ENSG00000005206	477	544	566	692	508	643	713	649	661	424	1016	1164	7130
ENSG00000178297	32	32	36	50	45	38	28	57	50	37	84	99	4195
ENSG00000099800	993	808	953	873	729	761	761	728	944	1018	2056	2210	1973
ENSG00000176619	2920	2885	3123	3313	2729	3432	3418	3305	3566	3311	6358	7258	5432
ENSG00000274304	0	0	0	0	0	0	0	0	0	0	0	0	87
ENSG00000267201	0	0	2	0	0	0	0	0	0	1	0	0	371
ENSG00000099860	14	17	5	3	6	5	2	7	8	4	22	9	2138
ENSG00000252962	0	0	0	0	0	0	0	0	0	0	0	0	95
ENSG00000176533	1	0	1	0	0	3	0	1	0	0	0	7	4561
ENSG00000105694	0	0	0	0	0	0	0	0	0	0	0	0	317
ENSG00000263974	0	0	0	0	0	0	0	0	0	0	0	0	273
ENSG00000267412	0	0	0	0	0	0	0	0	0	0	0	0	1708
ENSG00000277904	0	0	0	0	0	0	0	0	0	0	0	0	79
ENSG00000267214	0	0	0	0	0	0	0	0	0	0	0	0	454
ENSG00000267749	0	0	0	0	0	0	0	0	0	0	0	0	2016
ENSG00000276097	0	0	0	0	0	0	0	0	0	0	0	0	578
ENSG00000176490	243	205	204	227	222	283	278	244	211	225	374	432	3485
ENSG00000267001	0	0	0	0	0	0	0	0	0	0	0	0	543
ENSG00000261342	49	33	76	70	44	37	45	69	48	78	104	113	1585
ENSG00000141873	1218	1246	1430	1491	914	1095	1358	1123	1296	882	2157	2328	4552
ENSG00000104969	2135	1928	2204	2359	1772	2084	2266	2053	2220	2037	3300	3712	3801
ENSG00000172009	1460	1511	1738	1647	1308	1587	1772	1446	1678	1283	2559	2940	7464
ENSG00000172006	29	34	32	23	31	20	50	26	22	25	38	32	4685
ENSG00000186300	85	80	118	100	84	100	92	78	69	85	66	79	8557
ENSG00000267063	0	0	0	0	4	1	0	1	0	1	0	0	555
ENSG00000172000	1	0	0	2	5	2	0	2	0	0	3	2	6574
ENSG00000263997	0	0	0	0	0	0	0	0	0	0	0	0	86
ENSG00000267398	0	0	0	0	0	0	0	0	0	0	0	0	326
ENSG00000266938	0	0	0	0	0	0	0	0	0	0	0	0	598
ENSG00000171970	66	50	86	73	66	53	72	66	76	75	86	77	2327
ENSG00000253392	2	3	0	1	3	2	1	3	4	2	1	4	776
ENSG00000175691	130	116	151	115	121	114	135	105	124	124	132	112	2437
ENSG00000279452	17	13	8	8	5	22	11	17	14	12	19	12	1610
ENSG00000104953	3	3	4	2	4	2	5	2	5	5	9	6	3652
ENSG00000065717	124	99	146	128	168	190	205	177	126	111	228	264	4038
ENSG00000104964	1570	1631	1705	2007	1382	1833	2159	1853	1927	1633	4452	4809	5298
ENSG00000267469	0	0	0	0	0	0	0	0	0	0	0	0	564
ENSG00000088256	430	386	458	476	391	486	461	429	511	444	909	1163	6242
ENSG00000267139	0	0	0	0	0	0	0	0	0	0	0	0	452
ENSG00000267688	0	0	0	0	0	0	0	0	0	0	0	0	472
ENSG00000266944	0	0	0	0	0	0	0	0	0	0	0	0	362
ENSG00000060558	0	0	0	0	3	0	0	0	0	0	1	2	2613
ENSG00000267551	0	0	0	0	0	0	1	0	0	0	1	0	2319
ENSG00000125910	0	1	0	2	0	1	0	0	1	0	0	4	1664
ENSG00000125912	1893	2005	2236	2301	1893	2214	2411	2167	2343	1911	4027	4479	4175
ENSG00000161082	0	3	3	4	5	7	2	2	4	3	6	9	6024
ENSG00000267448	0	0	0	0	0	0	0	0	0	0	0	0	460
ENSG00000280103	1	1	4	4	1	3	4	0	2	3	3	1	402
ENSG00000141905	801	877	796	965	698	947	997	881	1039	728	1891	2189	9347
ENSG00000279599	0	0	2	2	2	0	0	1	2	2	1	4	208
ENSG00000095932	3	9	14	2	3	5	5	6	4	4	5	6	1498
ENSG00000129932	415	501	429	536	327	427	523	381	545	437	978	1249	2387
ENSG00000105325	656	700	711	730	545	726	772	738	732	679	1171	1303	5802
ENSG00000252408	0	0	0	0	0	0	0	0	0	3	0	3	73
ENSG00000161091	846	905	958	1072	731	954	1076	882	1018	797	1662	1883	5277
ENSG00000183397	9	12	11	14	7	18	26	16	23	15	55	79	674
ENSG00000267436	0	0	0	0	0	0	0	0	0	0	0	0	565
ENSG00000267231	0	0	0	0	1	0	0	0	1	0	0	0	369
ENSG00000279590	0	0	0	0	2	1	2	2	2	1	2	0	682
ENSG00000266959	0	0	0	3	0	2	0	0	1	0	1	0	154
ENSG00000064961	752	738	818	894	715	929	1005	947	802	841	1740	1852	3857
ENSG00000179855	60	86	57	116	72	137	156	119	76	61	107	124	4335
ENSG00000006638	182	175	211	213	168	213	209	181	179	144	317	361	2793
ENSG00000226800	9	16	19	11	4	27	18	12	16	7	23	23	1913
ENSG00000105298	448	379	468	484	352	396	443	418	508	406	859	1013	5952
ENSG00000186111	464	509	595	648	394	585	629	581	621	481	919	1080	6694
ENSG00000267304	9	5	1	1	3	2	2	4	1	0	6	8	482
ENSG00000105289	0	9	16	2	6	22	5	9	5	7	17	15	4217
ENSG00000011132	133	161	184	231	122	181	205	153	165	134	342	334	5556
ENSG00000267205	0	0	0	0	0	0	0	0	0	0	0	1	556
ENSG00000267138	9	5	1	4	1	6	5	6	9	3	10	0	337
ENSG00000183617	483	446	450	393	303	327	314	324	387	547	521	534	1003
ENSG00000173976	0	0	0	0	1	0	0	0	0	0	0	0	2414
ENSG00000267148	0	0	0	0	0	0	0	0	0	0	0	0	187
ENSG00000007264	208	247	253	256	231	298	315	290	263	196	557	646	4141
ENSG00000105278	0	2	1	0	1	0	1	1	0	3	0	0	5944
ENSG00000266989	0	0	0	0	0	0	0	0	0	0	0	0	534
ENSG00000167654	2	0	0	0	0	0	0	1	0	0	0	0	5403
ENSG00000266627	0	0	0	0	0	0	0	0	0	0	0	0	262
ENSG00000077009	0	0	1	0	0	0	0	0	1	0	0	0	1141
ENSG00000167657	542	549	572	539	457	526	571	596	596	597	894	1049	3549
ENSG00000207733	0	0	0	0	0	0	0	0	0	0	0	0	99
ENSG00000167658	40973	38064	41442	39742	35241	39320	37663	38625	38870	41487	57828	63555	4027
ENSG00000206775	0	1	0	0	1	0	0	0	5	1	0	1	66
ENSG00000105229	354	356	366	427	309	429	472	397	423	430	902	1039	3646
ENSG00000178951	621	751	732	875	581	799	897	772	868	723	1615	1778	5725
ENSG00000268670	6	17	9	9	8	8	22	10	14	5	17	16	684
ENSG00000126934	1192	1120	1323	1389	1187	1338	1495	1337	1379	1163	2931	3133	5236
ENSG00000278007	0	0	0	0	0	0	0	0	0	0	0	0	241
ENSG00000060566	0	0	0	1	0	0	0	0	1	0	0	2	2678
ENSG00000077463	271	247	327	320	269	309	336	305	266	243	442	543	2787
ENSG00000089847	4	0	0	1	3	3	0	2	0	0	3	8	4474
ENSG00000105246	0	0	3	0	0	0	0	0	0	0	0	0	1284
ENSG00000280247	0	0	0	1	0	3	0	1	1	2	2	0	1020
ENSG00000105248	216	202	265	295	166	204	200	225	248	235	517	498	1671
ENSG00000105251	0	0	2	1	1	1	1	0	0	0	0	1	2811
ENSG00000167664	0	0	0	0	0	0	0	0	1	0	0	0	1262
ENSG00000105255	12	11	9	20	25	14	19	15	13	6	16	34	3111
ENSG00000178078	65	67	52	66	53	49	54	50	75	56	106	79	2766
ENSG00000269425	1	6	0	2	0	1	1	0	2	2	4	8	279
ENSG00000008382	49	42	58	64	47	50	64	53	35	49	101	108	2049
ENSG00000269807	0	1	0	0	0	1	0	0	0	1	0	1	357
ENSG00000267938	2	4	2	0	0	0	0	0	0	1	1	2	334
ENSG00000269318	4	3	10	5	4	9	5	17	10	12	13	14	1812
ENSG00000141985	746	682	748	959	528	782	891	682	802	731	1880	2075	3685
ENSG00000267980	13	9	7	7	9	5	8	5	3	4	15	12	746
ENSG00000276751	2	0	1	0	1	0	0	0	2	1	1	4	110
